2018-02-27 14:49:40,"b'REMIX - tho you asked for my as a young kid version it would be The What, Juicy, and Everday Struggle (quietly my f\xe2\x80\xa6 https://t.co/DBMwZd3p18'"
2018-02-27 14:49:40,b'The idea of doing it all and traveling and just doing the things you love seems so glamorous. I\xe2\x80\x99ve learned it\xe2\x80\x99s goi\xe2\x80\xa6 https://t.co/Fq4VmWlXjc'
2018-02-27 14:49:39,b'My #Latest #Real #Estate #Website #Template. how is it??\n\nLooking for #Branding #Logo #Corporate #Identity ?\n\nFull\xe2\x80\xa6 https://t.co/4WUOc2ZEGf'
2018-02-27 14:49:39,b'#TuesdayThoughts \nNot everybody is going to like you or agree with you all the time. If you find yourself always li\xe2\x80\xa6 https://t.co/y3uFBadXoe'
2018-02-27 14:49:38,b'Anticipation builds as Abu Dhabi memorial to Sheikh Zayed unveiled yesterday \n#TuesdayThoughts #UAE \xf0\x9f\x87\xa6\xf0\x9f\x87\xaa https://t.co/iqaiMRnxzf'
2018-02-27 14:49:35,b'#TuesdayThoughts push your limits sensibly! https://t.co/B68EjyuyGZ'
2018-02-27 14:49:33,"b'#TuesdayThoughts \xe2\x80\x9cAlthough human beings are incapable of talking about themselves with total honesty, it is much ha\xe2\x80\xa6 https://t.co/f43Jl47bpx'"
2018-02-27 14:49:30,b'Do you like coffee or tea in the morning? \n#TuesdayThoughts \n#NationalPancakeDay https://t.co/wZYW16RXEc'
2018-02-27 14:49:30,b'FREE SHIPP Happy Birthday Square Glossy Folded  Cards  https://t.co/QQDMrTrUK2 via @Etsy \n#etsy #happybirthday\xe2\x80\xa6 https://t.co/YVaKpoIbe8'
2018-02-27 14:49:30,b'We need to Celebrate the person who created the need for Billions of Cell Phones.\nRobert Cornelius Created the Self\xe2\x80\xa6 https://t.co/rb0ZIwS4tC'
2018-02-27 14:49:29,b'Check out the @HCFairs #weddingshow this Sunday @GuildCath and pick up your free copy of @CWM_YSYW #Surrey\xe2\x80\xa6 https://t.co/aRHkWoMz0v'
2018-02-27 14:49:28,b'@realDonaldTrump My #Latest #Real #Estate #Website #Template. how is it??\n\nLooking for #Branding #Logo #Corporate\xe2\x80\xa6 https://t.co/12el0v1pBB'
2018-02-27 14:49:27,b'#PokemonDay is on #TurnUpTuesday \nJust part of my #TuesdayThoughts'
2018-02-27 14:49:27,"b'HOT JOB\xf0\x9f\x94\xa5 Social Worker, North London, \xc2\xa332ph\xf0\x9f\x93\x8d For more information, contact Parker on 02033001680 or email parker.ro\xe2\x80\xa6 https://t.co/cZfbN2R1Rr'"
2018-02-27 14:49:26,b'Baron: citizen of the United States          Trump: Trump United States government\xe2\x80\xa6 https://t.co/ggpIs6EOfg'
2018-02-27 14:49:26,b'YES! ...I finally made it! \n\xf0\x9f\x8e\x8a\xf0\x9f\x8c\xb6\xf0\x9f\x8e\x89\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x94\xa5\xf0\x9f\x92\xaf\nThe deranged @CitizensFedUp account has added me to their list of Social Media\xe2\x80\xa6 https://t.co/jtCtNPOlII'
2018-02-27 14:49:23,"b'Imagine what the special effects team of the movie FAN was told, "" The person must look like @iamsrk but he must no\xe2\x80\xa6 https://t.co/qBHWFLDyIu'"
2018-02-27 14:49:23,"b'#FED #ECCONOMICS #POWELL #TuesdayThoughts ~ #JeromePowell\n\nAdam Smith ""self interest"" #moral as 1st is safety in nu\xe2\x80\xa6 https://t.co/kpnu2Wnn61'"
2018-02-27 14:49:22,b'Faith is Seeing Light With Your Heart When All Your Eyes See is Darkness! #TuesdayThoughts #inspiration #faith\n https://t.co/6ruwmaMALm'
2018-02-27 14:49:22,b'Stuck in the snow? Make sure to bring a small snack in the car with you next time! #snowmageddon #BeastFromTheEast\xe2\x80\xa6 https://t.co/lFs32UnivA'
2018-02-27 14:49:22,"b'In a world where you can be ANYTHING, be KIND. \n\n#ItsALoveThing \n#TuesdayThoughts'"
2018-02-27 14:49:20,"b""Be You! Don't succumb to the society that judges you 24 hours a day thru likes and retweets. Be proud of who you ar\xe2\x80\xa6 https://t.co/4fLiFDqXYk"""
2018-02-27 14:49:19,"b'Our thanks to Dimitra, owner and head chef of Les Douceurs de la Tentation in Maida Vale, for speaking to us ahead\xe2\x80\xa6 https://t.co/TRywOyosFD'"
2018-02-27 14:49:19,b'Obama was all smoke &amp; mirrors...what/who did he actually HELP in America? #TuesdayThoughts #WhatILearnedToday https://t.co/AtaHW5fPYe'
2018-02-27 14:49:18,"b'Let not #gratitude be a platitude, let it be an attitude\n#TuesdayThoughts'"
2018-02-27 14:49:07,"b'""Breathe deeply and appreciate the moment. Living in the moment could be the meaning of life."" #TuesdayThoughts'"
2018-02-27 14:49:07,"b'Im so sick of the rebublican party, im so sick of the democrate party, im so sick of the libertairian party, #TuesdayThoughts'"
2018-02-27 14:49:05,b'One of my favorite things about the internet is when people who assume they have flawless skin post an unrequested\xe2\x80\xa6 https://t.co/7oSkZRmTWw'
2018-02-27 14:49:04,"b'Happy #NationalKahluaDay! \xe2\x98\x95\xef\xb8\x8f \n\nFun Fact: It takes 7 years to create each bottle of Kal\xc3\xbaa, from harvest of the coffe\xe2\x80\xa6 https://t.co/cfJHUMIKGW'"
2018-02-27 14:49:03,b'My #Latest #Real #Estate #Website #Template. how is it??\n\nLooking for #Branding #Logo #Corporate #Identity ?\n\nFull\xe2\x80\xa6 https://t.co/AsdmVAkcY2'
2018-02-27 14:48:58,"b""Just over 1 week to go @MWLive18  but don't worry its not too late to register.\n\nRemember to pop over to stand MF34\xe2\x80\xa6 https://t.co/OiXJr81k32"""
2018-02-27 14:48:57,"b""If everyone will look under their seats,\n\nI'm giving away followbacks to resisters today like @OPRAH \n\nGet at me!!\xe2\x80\xa6 https://t.co/PKYAoUYKqw"""
2018-02-27 14:48:54,b'So does anybody name their daughters Gail nowadays? #randomtuesday #TuesdayThoughts'
2018-02-27 14:48:53,b'@realDonaldTrump @FoxNews My #Latest #Real #Estate #Website #Template. how is it??\n\nLooking for #Branding #Logo\xe2\x80\xa6 https://t.co/nPeho6xRkI'
2018-02-27 14:48:53,b'Enjoy the Best #gym and #bodybuilding #HipHop #workout #music by @SvetFitMusic Go and check it --&gt;\xe2\x80\xa6 https://t.co/zF4z7zHkBD'
2018-02-27 14:48:53,"b'We each have our own calling in life, but Suzy Welch explains how asking yourself these 2 questions will help push\xe2\x80\xa6 https://t.co/M3duwUdYwO'"
